0	30.200000	29.900000	29.900000	20.000000	1711696512.778389
1	30.100000	30.000000	29.900000	20.000000	1711696514.400369
2	30.200000	29.900000	30.000000	20.000000	1711696516.020974
3	30.100000	29.900000	30.000000	20.000000	1711696517.638523
4	30.300000	30.000000	30.000000	20.000000	1711696519.254646
5	30.200000	30.100000	30.100000	20.000000	1711696520.871601
6	30.200000	30.100000	0.000000	20.000000	1711696522.392439
7	30.100000	30.000000	30.100000	20.000000	1711696524.013393
8	30.200000	30.100000	30.100000	20.000000	1711696525.632399
9	30.200000	30.100000	30.100000	20.000000	1711696527.258073
10	30.200000	30.100000	30.100000	20.000000	1711696528.876992
11	30.200000	30.100000	30.100000	20.000000	1711696530.494395
12	30.300000	30.100000	30.100000	20.000000	1711696532.115736
13	30.200000	30.100000	30.100000	20.000000	1711696533.736964
14	30.200000	30.100000	30.200000	20.000000	1711696535.357330
15	30.300000	30.100000	30.100000	20.000000	1711696536.974439
16	30.200000	30.100000	30.200000	20.000000	1711696538.597318
17	30.300000	30.200000	30.200000	20.000000	1711696540.214170
18	30.200000	30.000000	30.100000	20.000000	1711696541.838824
19	30.200000	30.100000	30.200000	20.000000	1711696543.458139
20	30.200000	30.100000	30.100000	20.000000	1711696545.076685
21	30.300000	30.100000	30.000000	20.000000	1711696546.697750
22	30.200000	30.200000	30.100000	20.000000	1711696548.314719
23	30.200000	30.200000	30.100000	20.000000	1711696549.933064
24	30.300000	30.200000	30.100000	20.000000	1711696551.553579
25	30.300000	30.200000	30.200000	20.000000	1711696553.176762
26	30.200000	30.200000	30.100000	20.000000	1711696554.796504
27	30.200000	30.100000	30.100000	20.000000	1711696556.417472
28	30.200000	30.100000	30.100000	20.000000	1711696558.035899
29	30.200000	30.100000	30.200000	20.000000	1711696559.657141
30	30.200000	30.200000	30.200000	20.000000	1711696561.276363
31	30.300000	30.200000	30.300000	20.000000	1711696562.898869
32	30.200000	30.200000	30.200000	20.000000	1711696564.516024
33	30.200000	30.200000	30.200000	20.000000	1711696566.135975
34	30.200000	30.200000	30.200000	20.000000	1711696567.757740
35	30.300000	30.100000	30.200000	20.000000	1711696569.379690
36	30.300000	30.200000	30.100000	20.000000	1711696570.999218
37	30.300000	30.200000	30.200000	20.000000	1711696572.614088
38	30.200000	30.200000	30.100000	20.000000	1711696574.250388
39	30.200000	30.200000	30.200000	20.000000	1711696575.866392
40	30.200000	30.200000	30.200000	20.000000	1711696577.487656
41	30.300000	30.100000	30.200000	20.000000	1711696579.111196
42	30.300000	30.100000	30.000000	20.000000	1711696580.730648
43	30.200000	29.900000	30.000000	20.000000	1711696582.349838
44	30.300000	29.900000	30.000000	20.000000	1711696583.969107
45	30.300000	30.000000	30.100000	20.000000	1711696585.589479
46	30.200000	30.000000	30.100000	20.000000	1711696587.210185
47	30.300000	30.000000	30.000000	20.000000	1711696588.831535
48	0.000000	30.000000	29.900000	20.000000	1711696590.451048
49	0.000000	0.000000	0.000000	20.000000	1711696592.071487
50	0.000000	0.000000	0.000000	20.000000	1711696593.491960
51	0.000000	0.000000	0.000000	20.000000	1711696594.806211
52	0.000000	0.000000	0.000000	20.000000	1711696596.130406
53	0.000000	0.000000	0.000000	20.000000	1711696597.460419
54	0.000000	0.000000	0.000000	20.000000	1711696598.789411
55	0.000000	0.000000	0.000000	20.000000	1711696600.115655
56	0.000000	0.000000	0.000000	20.000000	1711696601.444438
