0	27.300000	27.400000	27.300000	200.000000	1718790580.293892	27.100000
1	31.300000	27.300000	27.300000	200.000000	1718790582.420391	27.100000
2	48.600000	27.700000	27.800000	200.000000	1718790584.545197	27.100000
3	71.400000	30.600000	30.500000	200.000000	1718790586.672186	26.800000
4	98.400000	36.800000	36.300000	200.000000	1718790589.151866	27.000000
5	125.900000	47.600000	45.600000	97.363861	1718790591.278277	27.800000
6	149.300000	59.100000	56.500000	1.000000	1718790593.411703	27.900000
7	162.800000	71.500000	68.200000	1.000000	1718790595.536996	29.000000
8	166.600000	84.000000	79.700000	1.000000	1718790597.666423	30.000000
9	165.600000	94.600000	89.400000	1.000000	1718790599.791293	31.400000
10	162.500000	103.000000	96.900000	1.000000	1718790601.917498	33.400000
11	158.800000	109.300000	102.800000	0.980438	1718790604.050299	35.700000
12	155.200000	113.800000	106.900000	0.586191	1718790606.180341	38.000000
13	151.600000	116.900000	109.800000	0.315866	1718790608.307827	40.600000
14	148.400000	118.800000	111.700000	0.153149	1718790610.436066	43.100000
15	145.200000	119.700000	112.500000	0.079677	1718790612.560117	45.900000
16	142.600000	120.300000	112.900000	0.025701	1718790614.687452	48.900000
17	140.200000	120.100000	113.300000	0.050039	1718790616.817900	51.600000
18	137.900000	120.000000	113.200000	0.058294	1718790618.948734	54.100000
19	135.900000	119.500000	112.700000	0.109731	1718790621.076062	56.500000
20	134.000000	118.800000	112.200000	0.175131	1718790623.203387	58.800000
21	132.300000	118.000000	111.700000	0.248458	1718790625.457907	61.200000
22	130.400000	116.900000	110.600000	0.351266	1718790627.595129	63.200000
23	128.900000	115.700000	109.700000	0.461444	1718790629.720268	65.000000
24	127.300000	114.800000	108.900000	0.540826	1718790631.842581	66.600000
25	125.800000	113.800000	108.100000	0.632688	1718790633.966544	67.900000
26	124.500000	112.900000	107.100000	0.713721	1718790636.091017	69.000000
27	123.100000	112.000000	106.100000	0.795625	1718790638.213469	70.000000
28	121.700000	110.800000	105.100000	0.907357	1718790640.343369	70.700000
29	120.500000	109.600000	104.000000	1.000000	1718790642.475382	71.200000
30	119.200000	108.600000	103.200000	1.000000	1718790644.601317	71.700000
31	118.000000	107.500000	102.100000	1.000000	1718790646.728636	72.100000
32	116.700000	106.400000	100.800000	0	1718790648.849248	72.400000
33	115.900000	105.800000	100.100000	0	1718790650.465495	72.500000
34	115.100000	105.100000	99.600000	0	1718790652.084817	72.500000
35	114.300000	104.400000	99.000000	0	1718790653.702281	72.500000
36	113.500000	103.700000	98.600000	0	1718790655.320292	72.400000
37	112.700000	103.000000	98.200000	0	1718790656.938243	72.400000
38	111.900000	102.300000	97.700000	0	1718790658.560830	72.300000
39	111.100000	101.500000	97.100000	0	1718790660.432103	72.100000
40	110.300000	100.700000	96.700000	0	1718790662.048777	72.100000
41	109.500000	100.000000	96.100000	0	1718790663.668144	72.100000
42	108.800000	99.300000	95.300000	0	1718790665.282562	72.000000
43	108.100000	98.600000	94.600000	0	1718790666.908956	71.900000
44	107.400000	98.000000	93.900000	0	1718790668.527256	71.700000
45	106.700000	97.500000	93.300000	0	1718790670.149179	71.500000
46	106.000000	97.000000	92.500000	0	1718790671.768276	71.200000
47	105.400000	96.400000	91.800000	0	1718790673.545613	70.900000
48	104.600000	95.700000	91.100000	0	1718790675.163585	70.600000
49	103.900000	95.200000	90.700000	0	1718790676.779334	70.500000
50	103.300000	94.700000	90.300000	0	1718790678.399468	70.300000
51	102.600000	94.200000	90.000000	0	1718790680.019155	70.300000
52	102.000000	93.600000	89.700000	0	1718790681.635798	70.100000
53	101.300000	93.000000	89.300000	0	1718790683.256665	69.900000
54	100.700000	92.400000	88.900000	0	1718790684.879066	69.800000
55	100.200000	91.900000	88.400000	0	1718790686.497356	69.500000
56	99.500000	91.400000	87.800000	0	1718790688.116453	69.200000
57	98.900000	90.900000	87.200000	0	1718790689.730419	68.900000
58	98.300000	90.400000	86.400000	0	1718790691.353522	68.600000
59	97.800000	89.900000	85.700000	0	1718790692.974443	68.400000
60	97.200000	89.400000	85.000000	0	1718790694.600725	68.100000
61	96.600000	89.000000	84.500000	0	1718790696.224015	67.800000
62	96.000000	88.400000	84.300000	0	1718790697.846602	67.700000
63	95.500000	87.800000	84.100000	0	1718790699.470167	67.300000
64	94.900000	87.300000	83.700000	0	1718790701.085114	67.100000
65	94.400000	86.900000	83.200000	0	1718790702.707372	66.900000
66	93.800000	86.500000	82.800000	0	1718790704.327678	66.500000
67	93.300000	86.000000	82.300000	0	1718790705.944255	66.200000
68	92.700000	85.600000	81.800000	0	1718790707.559698	65.900000
69	92.200000	85.100000	81.300000	0	1718790709.182245	65.500000
70	91.700000	84.600000	80.800000	0	1718790710.802958	65.200000
71	91.200000	84.100000	80.300000	0	1718790712.419383	64.800000
72	90.700000	83.600000	79.700000	0	1718790714.042553	64.500000
73	90.200000	83.100000	79.400000	0	1718790715.695369	64.100000
74	89.700000	82.700000	79.100000	0	1718790717.321238	63.900000
75	89.200000	82.300000	78.800000	0	1718790718.937443	63.700000
76	88.700000	82.000000	78.500000	0	1718790720.555645	63.400000
77	88.200000	81.700000	78.200000	0	1718790722.177810	63.100000
78	87.800000	81.300000	77.800000	0	1718790723.796118	62.700000
79	87.300000	80.900000	77.200000	0	1718790725.417472	62.400000
80	86.800000	80.400000	76.900000	0	1718790727.033854	62.100000
81	86.300000	79.900000	76.500000	0	1718790728.654313	61.900000
82	85.800000	79.500000	76.100000	0	1718790730.270275	61.600000
83	85.500000	79.100000	75.600000	0	1718790731.892314	61.400000
