0	12.150000	24.130000	27.900000	1712039243.557290
1	12.170000	24.110000	27.900000	1712039244.802797
2	12.160000	24.140000	27.900000	1712039246.049830
3	12.180000	24.140000	27.900000	1712039247.295393
4	12.150000	24.150000	27.900000	1712039248.542440
5	12.150000	24.120000	27.900000	1712039249.791088
6	12.160000	24.130000	27.900000	1712039251.036120
7	12.160000	24.110000	27.900000	1712039252.282547
8	12.160000	24.140000	27.900000	1712039253.530749
9	12.160000	24.130000	27.900000	1712039254.778531
10	12.160000	24.110000	27.900000	1712039256.025182
11	12.170000	24.100000	27.900000	1712039257.366778
12	12.160000	24.140000	28.000000	1712039258.612960
13	12.170000	24.150000	28.000000	1712039259.858871
14	12.160000	24.130000	28.000000	1712039261.103065
15	12.160000	24.110000	28.000000	1712039262.350063
16	12.170000	24.100000	28.000000	1712039263.598222
17	12.170000	24.130000	28.100000	1712039264.842746
18	12.150000	24.110000	28.100000	1712039266.089185
19	12.160000	24.110000	28.100000	1712039267.335868
20	12.150000	24.140000	28.100000	1712039268.582325
21	12.160000	24.140000	28.100000	1712039269.828099
22	12.160000	24.140000	28.100000	1712039271.073967
23	12.160000	24.120000	28.100000	1712039272.323654
24	12.170000	24.120000	28.100000	1712039273.570171
25	12.150000	24.140000	28.100000	1712039274.822384
26	12.170000	24.150000	28.100000	1712039276.074419
27	12.170000	24.110000	28.100000	1712039277.321591
28	12.170000	24.140000	28.100000	1712039278.567044
29	12.170000	24.120000	28.200000	1712039279.814094
30	12.160000	24.130000	28.200000	1712039281.061138
31	12.150000	24.130000	28.200000	1712039282.307676
32	12.160000	24.120000	28.300000	1712039283.552430
33	12.150000	24.110000	28.300000	1712039284.803255
34	12.150000	24.110000	28.300000	1712039286.048652
35	12.160000	24.130000	28.300000	1712039287.292924
36	12.170000	24.130000	28.300000	1712039288.539425
37	12.180000	24.120000	28.300000	1712039289.786651
38	12.160000	24.130000	28.300000	1712039291.033398
39	12.170000	24.110000	28.300000	1712039292.281045
40	12.170000	24.140000	28.300000	1712039293.528638
41	12.170000	24.110000	28.300000	1712039294.774818
42	12.160000	24.140000	28.400000	1712039296.020620
43	12.160000	24.110000	28.400000	1712039297.266995
44	12.170000	24.130000	28.400000	1712039298.513599
45	12.170000	24.150000	28.400000	1712039299.760461
46	12.160000	24.140000	28.400000	1712039301.008420
47	12.160000	24.130000	28.400000	1712039302.255489
48	12.150000	24.120000	28.400000	1712039303.502255
49	12.170000	24.110000	28.400000	1712039304.747707
50	12.180000	24.130000	28.400000	1712039306.095431
51	12.170000	24.120000	28.500000	1712039307.340958
52	12.160000	24.130000	28.500000	1712039308.587764
53	-1.000000	-1.000000	0.000000	1712039309.834176
54	-1.000000	-1.000000	0.000000	1712039310.380403
55	-1.000000	-1.000000	0.000000	1712039310.929141
56	-1.000000	-1.000000	0.000000	1712039311.479160
57	-1.000000	-1.000000	0.000000	1712039312.024571
58	-1.000000	-1.000000	0.000000	1712039312.571947
59	-1.000000	-1.000000	0.000000	1712039313.122733
60	-1.000000	-1.000000	0.000000	1712039313.673882
61	-1.000000	-1.000000	0.000000	1712039314.222378
62	-1.000000	-1.000000	0.000000	1712039314.770602
63	-1.000000	-1.000000	0.000000	1712039315.321182
64	-1.000000	-1.000000	0.000000	1712039315.870119
65	-1.000000	-1.000000	0.000000	1712039316.429307
66	-1.000000	-1.000000	0.000000	1712039316.979796
67	-1.000000	-1.000000	0.000000	1712039317.530134
68	-1.000000	-1.000000	0.000000	1712039318.080865
69	-1.000000	-1.000000	0.000000	1712039318.633635
70	-1.000000	-1.000000	0.000000	1712039319.181146
71	-1.000000	-1.000000	0.000000	1712039319.729425
72	-1.000000	-1.000000	0.000000	1712039320.274842
73	-1.000000	-1.000000	0.000000	1712039320.821251
74	-1.000000	-1.000000	0.000000	1712039321.370096
75	-1.000000	-1.000000	0.000000	1712039321.920318
76	-1.000000	-1.000000	0.000000	1712039322.470290
77	-1.000000	-1.000000	0.000000	1712039323.016651
78	-1.000000	-1.000000	0.000000	1712039323.561533
79	-1.000000	-1.000000	0.000000	1712039324.108892
80	-1.000000	-1.000000	0.000000	1712039324.658198
81	-1.000000	-1.000000	0.000000	1712039325.206839
82	-1.000000	-1.000000	0.000000	1712039325.754249
83	-1.000000	-1.000000	0.000000	1712039326.303131
84	-1.000000	-1.000000	0.000000	1712039326.851254
85	-1.000000	-1.000000	0.000000	1712039327.401494
86	-1.000000	-1.000000	0.000000	1712039327.952993
87	-1.000000	-1.000000	0.000000	1712039328.502576
88	-1.000000	-1.000000	0.000000	1712039329.052551
89	-1.000000	-1.000000	0.000000	1712039329.600984
90	-1.000000	-1.000000	0.000000	1712039330.159851
91	-1.000000	-1.000000	0.000000	1712039330.707574
92	-1.000000	-1.000000	0.000000	1712039331.258879
93	-1.000000	-1.000000	0.000000	1712039331.805068
94	-1.000000	-1.000000	0.000000	1712039332.353067
95	-1.000000	-1.000000	0.000000	1712039332.899344
96	-1.000000	-1.000000	0.000000	1712039333.452428
97	-1.000000	-1.000000	0.000000	1712039334.000889
98	-1.000000	-1.000000	0.000000	1712039334.548820
99	-1.000000	-1.000000	0.000000	1712039335.097482
100	-1.000000	-1.000000	0.000000	1712039335.645442
101	-1.000000	-1.000000	0.000000	1712039336.193926
102	-1.000000	-1.000000	0.000000	1712039336.745742
103	-1.000000	-1.000000	0.000000	1712039337.295081
104	-1.000000	-1.000000	0.000000	1712039337.839651
105	-1.000000	-1.000000	0.000000	1712039338.385601
106	-1.000000	-1.000000	0.000000	1712039338.935521
107	-1.000000	-1.000000	0.000000	1712039339.493948
108	-1.000000	-1.000000	0.000000	1712039340.042932
109	-1.000000	-1.000000	0.000000	1712039340.593653
110	-1.000000	-1.000000	0.000000	1712039341.139961
111	-1.000000	-1.000000	0.000000	1712039341.685032
112	-1.000000	-1.000000	0.000000	1712039342.233551
113	-1.000000	-1.000000	0.000000	1712039342.785105
114	-1.000000	-1.000000	0.000000	1712039343.333155
115	-1.000000	-1.000000	0.000000	1712039343.883471
116	-1.000000	-1.000000	0.000000	1712039344.436898
117	-1.000000	-1.000000	0.000000	1712039344.984587
118	-1.000000	-1.000000	0.000000	1712039345.536421
119	-1.000000	-1.000000	0.000000	1712039346.087011
120	-1.000000	-1.000000	0.000000	1712039346.635937
121	-1.000000	-1.000000	0.000000	1712039347.619227
122	-1.000000	-1.000000	0.000000	1712039348.168575
123	-1.000000	-1.000000	0.000000	1712039348.717565
124	-1.000000	-1.000000	0.000000	1712039349.586669
