0	26.700000	26.800000	26.700000	200.000000	1718276442.400237	26.800000
1	30.200000	26.800000	26.800000	200.000000	1718276444.525916	26.800000
2	46.500000	27.200000	27.200000	200.000000	1718276446.650503	26.800000
3	68.300000	29.400000	30.000000	200.000000	1718276448.782232	26.400000
4	90.200000	34.600000	35.800000	200.000000	1718276450.904985	26.900000
5	108.500000	42.300000	44.000000	52.783718	1718276453.032003	26.800000
6	128.100000	51.600000	53.500000	1.000000	1718276455.157400	27.400000
7	139.600000	61.800000	63.600000	1.000000	1718276457.288464	28.000000
8	145.500000	72.600000	73.500000	1.000000	1718276459.416550	29.000000
9	146.400000	82.200000	82.200000	1.000000	1718276461.696424	30.300000
10	145.000000	90.800000	89.600000	0.370444	1718276463.821111	31.800000
11	142.500000	96.800000	94.600000	0.000000	1718276465.954561	33.800000
12	139.800000	101.100000	98.300000	0.000000	1718276468.084829	36.300000
13	137.000000	104.100000	101.200000	0.000000	1718276470.213362	38.900000
14	134.400000	105.900000	103.300000	0.000000	1718276472.341664	41.900000
15	132.000000	107.200000	104.200000	0.000000	1718276474.465922	44.600000
16	129.800000	108.100000	104.100000	0.000000	1718276476.592375	47.300000
17	127.600000	108.700000	104.000000	0.000000	1718276478.714073	49.800000
18	125.800000	108.600000	104.000000	0.000000	1718276480.843218	52.200000
19	124.000000	108.200000	103.600000	0.000000	1718276482.967748	54.400000
20	122.300000	107.600000	102.900000	0.000000	1718276485.094193	56.400000
21	120.800000	107.000000	102.100000	0.000000	1718276487.218091	58.300000
22	119.300000	106.300000	101.400000	0.000000	1718276489.338027	59.900000
23	118.000000	105.200000	100.700000	0.000000	1718276491.471308	61.400000
24	116.600000	104.400000	99.600000	0.000000	1718276493.789779	62.500000
25	115.200000	103.700000	98.700000	0.000000	1718276495.916307	63.600000
26	114.000000	103.000000	97.900000	0.000000	1718276498.039584	64.500000
27	112.700000	102.000000	97.100000	0	1718276500.159221	65.600000
28	111.800000	101.300000	96.500000	0	1718276501.774240	66.600000
29	110.900000	100.400000	95.800000	0	1718276503.390265	67.200000
30	110.000000	99.700000	95.400000	0	1718276505.263713	67.800000
31	109.100000	99.200000	95.100000	0	1718276506.882884	68.100000
32	108.200000	98.600000	94.600000	0	1718276508.499307	68.300000
33	107.500000	98.100000	94.000000	0	1718276510.115295	68.600000
34	106.700000	97.600000	93.200000	0	1718276511.732772	68.800000
35	106.000000	97.100000	92.500000	0	1718276513.351962	68.900000
36	105.200000	96.300000	91.800000	0	1718276514.966904	68.900000
37	104.500000	95.500000	91.400000	0	1718276516.586355	69.100000
38	103.800000	94.600000	90.900000	0	1718276518.207549	69.200000
39	103.100000	94.000000	90.300000	0	1718276519.827962	69.200000
40	102.400000	93.300000	89.900000	0	1718276521.443661	69.300000
41	101.700000	92.800000	89.300000	0	1718276523.066493	69.200000
42	101.100000	92.200000	88.700000	0	1718276524.684709	69.100000
43	100.400000	91.700000	88.100000	0	1718276526.307194	69.000000
44	99.800000	91.300000	87.300000	0	1718276527.925773	68.900000
45	99.100000	90.900000	86.700000	0	1718276529.541527	68.700000
46	98.500000	90.400000	86.200000	0	1718276531.162226	68.600000
47	97.800000	90.000000	85.700000	0	1718276532.779247	68.500000
48	97.200000	89.400000	85.200000	0	1718276534.639584	68.300000
49	96.500000	88.800000	84.500000	0	1718276536.257391	68.100000
50	95.900000	88.300000	83.800000	0	1718276537.877393	67.800000
51	95.200000	87.800000	83.100000	0	1718276539.511822	67.600000
52	94.600000	87.300000	82.400000	0	1718276541.130392	67.300000
53	94.100000	86.700000	81.800000	0	1718276542.748957	67.100000
54	93.500000	86.200000	81.300000	0	1718276544.364239	66.800000
55	92.900000	85.600000	80.800000	0	1718276545.980405	66.600000
56	92.300000	85.000000	80.700000	0	1718276547.597513	66.300000
57	91.800000	84.300000	80.400000	0	1718276549.214218	66.200000
58	91.200000	83.700000	79.900000	0	1718276550.846300	65.900000
59	90.700000	83.100000	79.400000	0	1718276552.460305	65.600000
60	90.100000	82.600000	78.900000	0	1718276554.083330	65.300000
61	89.500000	82.100000	78.400000	0	1718276555.705353	65.000000
62	89.000000	81.700000	77.900000	0	1718276557.322481	64.700000
63	88.500000	81.200000	77.400000	0	1718276558.938480	64.300000
64	88.000000	80.800000	77.100000	0	1718276560.554899	63.900000
65	87.400000	80.400000	76.900000	0	1718276562.174663	63.600000
66	87.000000	80.000000	76.600000	0	1718276563.794303	63.400000
67	86.500000	79.500000	76.400000	0	1718276565.414106	63.200000
68	86.000000	79.100000	76.000000	0	1718276567.031333	63.000000
69	85.500000	78.700000	75.700000	0	1718276568.647734	62.800000
70	85.000000	78.300000	75.500000	0	1718276570.262100	62.600000
71	84.600000	78.000000	75.300000	0	1718276571.881573	62.300000
72	84.100000	77.600000	75.000000	0	1718276573.498780	62.100000
73	83.700000	77.100000	74.600000	0	1718276575.118842	61.800000
74	83.200000	76.700000	74.300000	0	1718276576.739909	61.600000
75	82.700000	76.200000	74.000000	0	1718276578.508372	61.400000
76	82.200000	75.700000	73.600000	0	1718276580.125335	61.100000
77	81.800000	75.300000	73.100000	0	1718276581.743856	60.900000
78	81.400000	74.900000	72.700000	0	1718276583.358303	60.700000
79	80.900000	74.600000	72.400000	0	1718276584.976287	60.500000
80	80.500000	74.200000	72.200000	0	1718276586.595155	60.300000
81	80.000000	73.800000	72.000000	0	1718276588.213349	60.100000
82	79.600000	73.400000	71.700000	0	1718276589.833712	59.800000
83	79.200000	73.100000	71.200000	0	1718276591.453658	59.500000
84	78.800000	72.700000	70.900000	0	1718276593.070503	59.200000
85	78.400000	72.400000	70.400000	0	1718276594.689842	58.800000
86	78.000000	72.200000	70.000000	0	1718276596.305429	58.400000
87	77.500000	71.900000	69.500000	0	1718276597.932069	58.300000
88	77.200000	71.600000	69.100000	0	1718276599.548484	58.000000
89	76.700000	71.200000	68.600000	0	1718276601.170150	57.800000
90	76.400000	70.900000	68.200000	0	1718276602.785341	57.400000
91	76.000000	70.500000	67.700000	0	1718276604.401636	57.200000
92	75.600000	70.300000	67.200000	0	1718276606.022424	56.900000
93	75.200000	70.000000	66.800000	0	1718276607.640021	56.600000
94	74.800000	69.600000	66.500000	0	1718276609.254407	56.500000
95	74.500000	69.300000	66.300000	0	1718276610.868492	56.200000
96	74.100000	68.900000	66.000000	0	1718276612.487315	56.000000
97	73.700000	68.600000	65.700000	0	1718276614.104475	55.700000
98	73.400000	68.300000	65.200000	0	1718276615.726457	55.500000
99	73.000000	68.000000	64.900000	0	1718276617.446619	55.200000
100	72.600000	67.600000	64.700000	0	1718276619.064252	55.000000
101	72.300000	67.200000	64.400000	0	1718276620.681651	54.900000
102	71.900000	66.900000	64.200000	0	1718276622.295862	54.600000
103	71.500000	66.500000	63.900000	0	1718276623.917534	54.400000
104	71.300000	66.200000	63.700000	0	1718276625.531830	54.200000
105	70.900000	66.000000	63.600000	0	1718276627.151111	54.000000
106	70.600000	65.600000	63.400000	0	1718276628.765143	53.900000
107	70.300000	65.300000	63.100000	0	1718276630.383655	53.500000
108	69.900000	65.100000	62.800000	0	1718276632.001898	53.300000
