0	33.551490	1.000000
2	37.713387	1.000000
3	57.821786	1.000000
4	75.657906	1.000000
4	90.805324	0.000000
5	99.749261	0.000000
6	102.976702	0.000000
7	103.197748	0.000000
8	102.861756	0.000000
9	101.488787	0.000000
10	101.098915	0.000000
11	97.101026	0.000000
12	97.369630	0.000000
13	93.932985	0.000000
14	91.626168	0.000000
15	89.341678	0.000000
16	85.814177	0.000000
17	83.511330	0.000000
19	82.085251	0.000000
20	81.467913	0.000000
21	75.883749	0.000000
22	76.292206	0.000000
23	74.307993	0.007033
24	71.557502	0.268437
25	72.554415	0.268437
26	74.056702	0.042660
27	76.853647	0.042660
28	78.649910	0.000000
29	77.573870	0.000000
30	77.931409	0.000000
31	75.441758	0.000000
32	76.505799	0.000000
33	72.477587	0.000000
34	71.400211	0.291721
35	70.613811	0.000000
36	72.456256	0.000000
37	71.117678	0.000000
38	70.302670	0.000000
39	71.339483	0.000000
40	68.127726	0.000000
41	64.483185	0.000000
42	62.997044	0.000000
43	62.223285	0.000000
44	59.841272	0.000000
45	58.312501	0.000000
46	57.781944	0.000000
47	60.057639	0.000000
48	59.227429	0.000000
49	55.627771	0.000000
50	53.924183	0.000000
51	51.954987	0.337151
52	55.248448	0.337151
53	60.567223	0.000000
54	69.572018	0.000000
55	74.013256	0.000000
56	75.852369	0.000000
57	75.779475	0.000000
58	72.824242	0.000000
59	68.268046	0.000000
60	71.652872	0.000000
61	67.070373	0.000000
62	64.023858	0.000000
63	63.012199	0.000000
64	62.301247	0.000000
65	60.628733	0.000000
66	58.810931	0.000000
67	56.231491	0.000000
68	56.567959	0.000000
69	54.954781	0.000000
70	56.395119	0.000000
71	53.493490	0.084518
72	55.216100	0.084518
73	54.522703	0.000000
74	58.793845	0.000000
75	56.191069	0.000000
75	55.907462	0.000000
76	54.924777	0.000000
77	54.334545	0.000000
78	53.252192	0.110071
79	56.107828	0.000000
80	54.673288	0.000000
81	57.414503	1.000000
82	57.665010	1.000000
83	71.942211	0.330987
84	85.561508	0.330987
85	92.333251	0.000000
86	98.573970	0.000000
87	98.466845	0.000000
88	97.474765	0.000000
89	97.470838	0.000000
90	95.432874	0.000000
91	93.542350	0.000000
92	90.940815	0.000000
93	89.111470	0.000000
94	89.437546	0.000000
95	82.487664	0.000000
96	83.598854	0.000000
97	80.628467	0.000000
98	78.596228	0.000000
99	73.563387	0.000000
100	75.465327	0.000000
101	75.059883	0.000000
102	70.768072	0.000000
103	70.971154	0.332730
104	72.672809	0.181144
105	73.832935	0.181144
106	77.653194	0.000000
107	80.618602	0.000000
108	79.156427	0.000000
109	79.926066	0.000000
110	79.870506	0.000000
111	74.977102	0.000000
112	73.109207	0.119741
113	73.479579	0.119741
114	70.694276	0.364642
115	73.818604	0.079542
116	76.337010	0.000000
117	91.179928	0.000000
118	91.945750	0.000000
119	90.442538	0.000000
120	83.810004	0.000000
121	85.911073	0.000000
122	81.133563	0.000000
123	80.140165	0.000000
124	76.100608	0.000000
125	75.679211	0.000000
126	72.642292	0.000000
127	71.127931	0.000000
128	70.390249	0.000000
129	71.857278	0.000000
130	64.924056	0.000000
131	65.287552	0.000000
132	63.377408	0.000000
133	62.826270	0.000000
134	59.411967	0.000000
135	61.374683	0.000000
136	58.484615	0.000000
137	57.015248	0.000000
138	56.775136	0.000000
139	55.398843	0.000000
140	54.384821	0.000000
141	51.979680	0.334916
142	56.612318	0.334916
143	62.144151	0.000000
144	71.889654	0.000000
145	74.556086	0.000000
146	74.526123	0.000000
147	75.223065	0.000000
148	72.407474	0.000000
149	73.501691	0.000000
150	71.419328	0.000000
151	72.056465	0.000000
152	64.105443	0.000000
153	61.727010	0.000000
154	62.549284	0.000000
155	63.037507	0.000000
156	61.206604	0.000000
157	60.149787	0.000000
158	58.421990	0.000000
159	57.666480	0.000000
160	58.355392	0.000000
161	55.260714	0.000000
162	55.166820	0.000000
163	55.045960	0.000000
164	54.365827	0.000000
165	48.840110	0.540568
166	53.529804	0.110451
167	68.998999	0.110451
168	70.088503	0.000000
169	75.833805	0.000000
170	78.708932	0.000000
171	76.408903	0.000000
172	75.048390	0.000000
173	67.278954	0.700454
174	68.422942	0.700454
175	77.567438	0.000000
176	82.545999	0.000000
177	88.600978	0.000000
178	87.299537	0.000000
179	90.646313	0.000000
180	90.870931	0.000000
181	84.045956	0.000000
182	83.767338	0.000000
183	83.228535	0.000000
184	78.260897	0.000000
185	81.536110	0.000000
186	76.926990	0.000000
187	74.192659	0.018624
188	73.615675	0.018624
189	71.604017	0.273145
190	73.619944	0.273145
191	76.476193	0.000000
192	77.546521	0.000000
193	81.138915	0.000000
194	80.183193	0.000000
195	78.198308	0.000000
196	78.914102	0.000000
197	73.771348	0.000000
198	70.072363	0.422400
199	73.221714	0.422400
200	75.353807	0.000000
201	85.093982	0.000000
202	85.299922	0.000000
203	84.570330	0.000000
204	85.284831	0.000000
205	92.715114	0.000000
206	90.786176	0.000000
207	87.651258	0.000000
208	88.247755	0.000000
209	81.081012	0.000000
210	77.670527	0.000000
211	81.116373	0.000000
212	77.942609	0.000000
